gender,label:de,label:en,label:el,label:el:norm,alternatives,Nom Sg,Gen Sg,Dat Sg,Akk Sg,Voc Sg,nomina insignia,source,note,factgrid,label:lat
m,Mattat,Matthat,Μαθθάτ,μαθθατ,"Ματθάτ,Μαθθάθ",Μαθθάτ,Μαθθάτ,,,,,"Bauer,Louw-Naida",im Bauer als Matthat,https://database.factgrid.de/entity/Q166651,
m,Metuschelach,Methuselah,Μαθουσαλά,μαθουσαλα,"Μαθουσάλα,Μεθουσάλεκ,Μαθουσάλας",Μαθουσαλά,Μαθουσαλά,,,,,Bauer,im Bauer als Methusalem,,
m,Nachschon,Nahshon,Ναασσών,ναασσων,,Ναασσών,Ναασσών,,,,,Bauer,im Bauer als Naasson,,
m,Nahor,Nahor,Ναχώρ,ναχωρ,Ναχώρης,Ναχώρ,"Ναχώρ,Ναχωρου",,,,,Bauer,im Bauer als Nachor,,
m,Naaman,Naaman,Ναιμάν,ναιμαν,Νεεμάν,Ναιμάν,Ναιμάν,,,,,Bauer,im Bauer als Naiman,https://database.factgrid.de/entity/Q168967,
m,Naftali,Naphtali,Νεφθαλίμ,νεφθαλιμ,"Νεφθαλείμ,Νεφθαλείς,Νεφθαλίς",Νεφθαλίμ,"Νεφθαλίμ,νεφθαλεμ,νεφθαλημ",,,,,"Bauer,Louw-Naida",im Bauer als Naphthali,https://database.factgrid.de/entity/Q168992,
m,Narzissus,Narcissus,Νάρκισσος,ναρκισσος,,Νάρκισσος,Ναρκισσου,,,,,"Bauer,Louw-Naida",im Bauer als Narcissus,https://database.factgrid.de/entity/Q168977,
m,Nathan,Nathan,Ναθάμ,ναθαμ,"Ναθάν,Νάθας",Ναθάμ,Ναθάμ,,"Ναθάμ,Νάθαν",,,"Bauer,Louw-Naida",im Bauer als Natham,https://database.factgrid.de/entity/Q169008,
m,Peleg,Peleg,Φάλεκ ,φαλεκ,"Φαλέκ,Φαλέγ,Φάλεχ,Φάλεγος ",Φάλεκ ,"Φάλεκ,Φαλεγου",,,,,Bauer,im Bauer als Phalek,,
m,Phanuël,Phanuel,Φανουήλ,φανουηλ,φελιηλ,Φανουήλ,Φανουήλ,,,,,"Bauer,Louw-Naida",im Bauer als Phanuel,https://database.factgrid.de/entity/Q169052,
m,Perez,Perez,Φάρες ,φαρες,"Φαρές,Φάρεσος ",Φάρες ,"Φάρες,Φαρεσου ",,,,,Bauer,im Bauer als Phares,,
f,Phöbe,Phoebe,Φοίβη ,φοιβη,"φοιβην,φυβην,φηβην,φοιβον,φοιβιν",Φοίβη ,Φοιβης,,,,,Bauer,im Bauer als Phoebe,https://database.factgrid.de/entity/Q169129,
f,Priska,Prisca,Πρίσκα,πρισκα,"πρισκιλλα,πρισκυλαν,πρισκυλλαν,πρισκιλαν,πρισκαν,πρισκυλλα,πρισκυλα,πισκιλλαν,πρισκιλα,πρισκιλλαν,πρισκηλα,πρισκιλλα,πρεισκας,πρεισκαν,Πρῖσκα","Πρίσκα,Πρίσκιλλα","Πρισκας,Πρισκιλλης ",,"πρισκιλλαν,Πρίσκαν",,,"Bauer,Louw-Naida","im Bauer als Prisca,Priscilla;Genitiv rekonstruiert",,
m,Pudens,Pudens,Πούδης,πουδης,,Πούδης,Πουδεντος ,,,,,"Bauer,Louw-Naida",im Bauer als Pudēns ,,
m,Regu,Ragau,Ῥαγαύ ,ραγαυ,Ῥάγαυος ,Ῥαγαύ ,Ῥαγαύ ,,,,,Bauer,im Bauer als Ragau,https://database.factgrid.de/entity/Q166931,
m,Räfan,Rephan,Ῥαιφάν ,ραιφαν,"Ῥομφάν,Ῥομφάμ,Ῥεμφάν,Ῥεμφάμ,Ῥεφάν,Ῥεφα,Ῥαιραν,Ῥεμφαν,Ῥαφάν ",Ῥαιφάν ,Ῥαιφάν ,,,,,Bauer,im Bauer als Raiphan,,
f,Rut,Ruth,Ῥούθ,ρουθ,Ῥούθη,Ῥούθ,Ῥούθ,,,,,"Bauer,Louw-Naida",im Bauer als Ruth,https://database.factgrid.de/entity/Q166625,
m,Schealtiël,Salathiel,Σαλαθιήλ,σαλαθιηλ,Σαλαθίηλος,Σαλαθιήλ,Σαλαθιήλ,,,,,Bauer,im Bauer als Salathiel,"https://database.factgrid.de/entity/Q166956,https://database.factgrid.de/entity/Q166955,https://database.factgrid.de/entity/Q166954",
f,Saphira,Sapphira,Σάπφιρα,σαπφιρα,"Σαπφείρα,Σαμπφειρα,Σαφφειρα,Σαμπφιρα,Σαφφιρα,Σάπφιρα,σαπφηρι,σαμφιρη,σαπφειρη,σαπφηρη,σαφφιρη,σαμφειρει,σαμφειρη,σαπφειρι,σαπφηρει,σαφφυρα,σαμπφηρα",Σάπφιρα,Σαπφιρης,Σαπφίρῃ,,,,"Bauer,Louw-Naida","im Bauer als Sapphira,der Artikel ἡ im Bauer wahrscheinlich fehlerhaft – vermutlich Dativ Endung gemeint ",https://database.factgrid.de/entity/Q166957,
m,Sekundus,Secundus,Σεκοῦνδος,σεκουνδος,Σέκουνδος ,Σεκοῦνδος,Σεκουνδου,,,,,"Bauer,Louw-Naida",im Bauer als Secundus ,https://database.factgrid.de/entity/Q166958,
m,Schimi,Semein,Σεμεΐν ,σεμειν,"Σεμεεί,Σεμείν,Σεμεῆ,Σαμούις",Σεμεΐν ,Σεμεΐν ,,,,,"Bauer,Louw-Naida",im Bauer als Semeïn ,,
m,Serug,Serug,Σερούχ ,σερουχ,"Σαρούχ,Σεροῦγος ",Σερούχ ,Σερούχ ,,,,,Bauer,im Bauer als Seruch,,
m,Set,Seth,Σήθ,σηθ,Σῆθος ,Σήθ ,"Σήθ,Σηθου ",,,,,"Bauer,Louw-Naida",im Bauer als Seth,,
m,Skevas,Sceva,Σκευᾶς,σκευας,,Σκευᾶς ,Σκευᾶ,,,,,"Bauer,Louw-Naida",im Bauer als Skeuas,,
m,Simeon,Simeon,Συμεών,συμεων,,Συμεών,"Συμεών,Συμεῶνος ",,,,,"Bauer,Louw-Naida","im Bauer als Symeon,Σίμων als v.l. zu Συμεών vermerkt",,
f,Tabita,Tabitha,Ταβιθά,ταβιθα,"θαβιθα,ταβηθα,βιθα,ταβειθά",Ταβιθά,Ταβιθά,,,Ταβιθά,,"Bauer,Louw-Naida",im Bauer als Tabitha,,
f,Tamar,Tamar,Θαμάρ,θαμαρ,"Θάμαρ,Θαμάρα",Θαμάρ,"Θαμάρ,Θαμαρας",,,,,Bauer,im Bauer als Thamar,,
m,Terach,Terah,Θάρα,θαρα,"Θαρά,Θάρρα,Θέρρος,Θάρρος",Θάρα,"Θάρα,Θερρου",,,,,Bauer,im Bauer als Thara,,
m,Timäus,Timaeus,Τιμαῖος,τιμαιος,,Τιμαῖος,Τιμαιου,,,,,"Bauer,Louw-Naida",im Bauer als Timaeus,,
f,Tryphäna,Tryphaena,Τρύφαινα,τρυφαινα,,Τρύφαινα ,Τρυφαινης,,Τρύφαιναν,,,"Bauer,Louw-Naida",im Bauer als Tryphaena ,https://database.factgrid.de/entity/Q168840,
m,Tychikus,Tychicus,Τύχικος,τυχικος,Τυχικός ,Τύχικος,Τυχικου,,"Τυχικόν,Τυχικὸν",,,"Bauer,Louw-Naida",im Bauer als Tychicus,,
m,Usija,Uzziah ,Ὀζίας ,οζιας,Ὀζείας,Ὀζίας ,"Οζιου,Ὀζία ",,,,,Bauer,im Bauer als Usia,https://database.factgrid.de/entity/Q168841,
m,Zachäus,Zacchaeus,Ζακχαῖος,ζακχαιος,"Σακχαῖος,Ζαχαῖος",Ζακχαῖος,Ζακχαιου ,,,Ζακχαῖε,,"Bauer,Louw-Naida",im Bauer als Zacchäus,https://database.factgrid.de/entity/Q166406,
m,Asa,Asaph,Ἀσάφ,ασαφ,Ἀσά,Ἀσάφ,"Ἀσάφ,Ἀσάφου",,,,,Bauer,im Bauer auch als Asaph,https://database.factgrid.de/entity/Q167192,
f,Berenike,Bernice,Βερνίκη,βερνικη,"βερονικη,βερνικηνα,βερνικι,βερονικης,βερνηκης,βερονικη,βερνικηι,βερνηκη,Βερενίκη",Βερνίκη,Βερνικης,,,,,"Bauer,Louw-Naida",im Bauer auch als Bernike,https://database.factgrid.de/entity/Q167160,
m,Isai,Jesse,Ἰεσσαί,ιεσσαι,Ἰεσσαῖος,Ἰεσσαί,"Ἰεσσαί,Ιεσσαιου",,Ἰεσσαί,,,"Bauer,Louw-Naida",im Bauer auch als Jesse,"https://database.factgrid.de/entity/Q167200,https://database.factgrid.de/entity/Q167199,https://database.factgrid.de/entity/Q167201",
m,Jambres,Jambres,Ἰαμβρῆς,ιαμβρης,Μαμβρῆς,Ἰαμβρῆς,Ἰαμβρῆς,,,,,"Bauer,Louw-Naida","im Bauer kein Verweis auf indekl. oder Genitiv-Form, aber vermutlich ist der Genitiv Ἰαμβρῆς, da höchstwahrscheinlich indekl.",https://database.factgrid.de/entity/Q167198,
m,Jannai,Jannai,Ἰανναί,ιανναι,"ιαναν,Ἰαννά",Ἰανναί,Ἰανναί,,,,,"Bauer,Louw-Naida","im Bauer kein Verweis auf indekl. oder Genitiv-Form, aber vermutlich ist der Genitiv Ἰαμβρῆς, da höchstwahrscheinlich indekl.",https://database.factgrid.de/entity/Q167206,
m,Jannes,Jannes,Ἰάννης,ιαννης,Ἰαννῆς,Ἰάννης,Ἰαννης,,,,,"Bauer,Louw-Naida","im Bauer kein Verweis auf indekl. oder Genitiv-Form, aber vermutlich ist der Genitiv Ἰαννης, da höchstwahrscheinlich indekl.",https://database.factgrid.de/entity/Q167207,
f,Magdalena,Magdalene,Μαγδαληνή ,μαγδαληνη,"μαγδανηνη,μαγδαληνηι,μαγδαληνι,μαμδαλινη,μαγδαληνει,μαγδαληνη,μαγδαλινη",Μαγδαληνή ,Μαγδαληνῆς ,,,,,Bauer,"im Bauer nicht als N.pr. aber als Beiname,Unterscheidungsmerkmal zu anderen Marias",,
m,Joda,Joda,Ἰωδά,ιωδα,,Ἰωδά,Ἰωδά,,,,,"Bauer,Louw-Naida",Joda und Juda nicht im LN – CW,https://database.factgrid.de/entity/Q167228,
m,Beliar,Beliar,Βελιάρ,βελιαρ,"Βελίαρ,Βελιάλ,Βελιάβ,Βελιάν",Βελιάρ,Βελιάρ,,,,,Bauer,keine Formen für label:en in Louw-Naida - CW,,
m,Jotam,Jotham,Ἰωαθάμ,ιωαθαμ,"Ιωαθαν,Ἰωαθάν",Ἰωαθάμ,Ἰωαθάμ,,,,,Bauer,keine Formen für label:en in Louw-Naida - CW,,
m,Nikolaus,Nicolaus,Νικόλαος,νικολαος,,Νικόλαος ,Νικολαου ,,,,,Bauer,keine Formen für label:en in Louw-Naida - CW,,
m,Apollos,Apollos,Ἀπολλῶς,απολλως,"Ἀπολλώς,Ἀπολλόδωρος,Ἀπολλωνίδης,Ἀπελλῆς",Ἀπολλῶς,"Ἀπολλῶ,Ἀπελλοῦ",Ἀπολλώς,"Ἀπολλῶν,Ἀπολλῶ",,,"Bauer,Louw-Naida","Kurzform zu Ἀπολλώνιος,nach Louw-Nida zwei Akk. Formen",,
m,Demas,Demas,Δημᾶς,δημας,,Δημᾶς,Δημᾶ,,,,,"Bauer,Louw-Naida",Kurzform zu Δημήτριος oder Δημάρατος?,,
m,Epaphras,Epaphras,Ἐπαφρᾶς,επαφρας,,Ἐπαφρᾶς,Επαφρᾶ,,,,,"Bauer,Louw-Naida",Kurzform zu Ἐπαφρόδιτος,,
m,Matthias,Matthias,Μαθθίας,μαθθιας,"ματθιαν,Ματθίας",Μαθθίας,Μαθθιου,,Μαθθίαν,,,"Bauer,Louw-Naida",Kurzform zu Ματταθίας,https://database.factgrid.de/entity/Q167418,
m,Silas,Silas,Σιλᾶς,σιλας,"σειλα,Σίλας",Σιλᾶς,"Σιλᾶ,Σιλα ",σιλα,σιλαν,,,"Bauer,Louw-Naida",Kurzform zu Σιλουανός?,,
m,Demetrius,Demetrius,Δημήτριος,δημητριος,,Δημήτριος,Δημητριου,Δημητρίῳ,,,,"Bauer,Louw-Naida",Langform zu Δημᾶς?,,
m,Epaphroditus,Epaphroditus,Ἐπαφρόδιτος,επαφροδιτος,,Ἐπαφρόδιτος,Επαφροδιτου,,Ἐπαφρόδιτον,,,"Bauer,Louw-Naida",Langform zu Ἐπαφρᾶς,https://database.factgrid.de/entity/Q167421,
m,Mattitja,Mattathias,Ματταθίας,ματταθιας,"Μαθαθία,Μαθθαθίας,Ματθαθίας",Ματταθίας,Ματταθιου,,,,,"Bauer,Louw-Naida","Langform zu Μαθθίας,im Bauer als Mattathia","https://database.factgrid.de/entity/Q167611,https://database.factgrid.de/entity/Q167614,https://database.factgrid.de/entity/Q167616,https://database.factgrid.de/entity/Q167617",
m,Silvanus,Silvanus,Σιλουανός,σιλουανος,Σιλβανός ,Σιλουανός,Σιλουανοῦ,,,,,"Bauer,Louw-Naida",Langform zu Σιλας?,,
m,Niger,Niger ,Νίγερ ,νιγερ,,Νίγερ ,Νίγερ ,,,,,Bauer,laut Friberg indekl.,,
f,Junia,Junia,Ἰουνία,ιουνια,,Ἰουνία,Ιουνιας,,Ἰουνίαν,,,"Bauer,Louw-Naida",Lexem abweichend vom Bauer,https://database.factgrid.de/entity/Q167620,
m,Israel,Israel,Ἰσραήλ,ισραηλ,Ἰσράηλος ,Ἰσραήλ,Ἰσραήλ,,,,"ηλ,ηηλ",Bauer,"teilweise Volksname, teilweise Personenname, vgl. Bauer",https://database.factgrid.de/entity/Q167621,
m,Augustus,Augustus,Αὐγοῦστος,αυγουστος,Ἀόστου,Αὐγοῦστος,Αυγουστου,,,,,"Bauer,Louw-Naida",TODO: Mischform,https://database.factgrid.de/entity/Q167622,
m,Sosipater,Sosipater ,Σωσίπατρος ,σωσιπατρος,,Σωσίπατρος ,Σωσιπατρου,,,,,Bauer,Verweis auf Σώπατρος aber keine v.l.,https://database.factgrid.de/entity/Q167622,
m,Thomas,Thomas,Θωμᾶς,θωμας,,Θωμᾶς,Θωμᾶ,Θωμᾷ,Θωμᾶν,,,"Bauer,Louw-Naida",Δίδυμος ist die griechische Übersetzung für das aramäische Wort Thomas,https://database.factgrid.de/entity/Q167625,
m,Salomo,Solomon,Σολομών,σολομων,"Σολομῶν,Σαλωμών,Σαλομών ",Σολομών,"Σολομῶνος,Σολομῶντος",,,,σολομωοανος ,"Bauer,Louw-Naida",Σολομών teilweise indekl.,,
m,Aaron,Aaron,Ἀαρών,ααρων,,Ἀαρών,"Ἀαρών,Ἀαρῶνος",Ἀαρών,Ἀαρών,,,"Bauer,Louw-Naida",,,
m,Abaddon,Abaddon,Ἀβαδδών,αβαδδων,Ἀπολλύων,Ἀβαδδών,Ἀβαδδών,,,,,"Bauer,Louw-Naida",,,
m,Abel,Abel,Ἅβελ,αβελ,"Ἄβελ,Ἄβελος",Ἅβελ,"Ἅβελ,Αβελου",,Αβελ,,,"Bauer,Louw-Naida",,,
m,Abihud,Abiud,Ἀβιούδ,αβιουδ,Ἀβιοῦς,Ἀβιοὺδ,Ἀβιοὺδ,,Ἀβιοὺδ,,,"Bauer,Louw-Naida",,,
m,Abraham,Abraham,Ἀβραάμ,αβρααμ,"Ἀβράμ,Ἄβραμος,Ἀβράμης,Ἀβραμίας",Ἀβραάμ,"Ἀβραάμ,Αβραμου,Ἀβράμωνος",Ἀβραάμ,"Ἀβραάμ,Ἄβραμον ",Ἀβραάμ,,"Bauer,Louw-Naida",,,Joatham
m,Agabus,Agabus,Ἅγαβος,αγαβος,,Ἅγαβος,Ἁγαβου,,,,,"Bauer,Louw-Naida",,,
f,Hagar,Hagar,Ἁγάρ,αγαρ," Ἀγάρ,Ἄγαρ,Ἅγαρ,Ἁγάρη",Ἁγάρ,Ἁγάρ,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167461,
m,Agrippa,Agrippa,Ἀγρίππας,αγριππας,,Ἀγρίππας,Αγριππα,,,Ἀγρίππα,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167462,
m,Adam,Adam,Ἀδάμ,αδαμ,Ἄδαμος,Ἀδάμ,"Ἀδάμ,Αδαμου",,,,,"Bauer,Louw-Naida",,"https://database.factgrid.de/entity/Q167524,https://database.factgrid.de/entity/Q167513,https://database.factgrid.de/entity/Q167514,https://database.factgrid.de/entity/Q167512,https://database.factgrid.de/entity/Q167515",
m,Addi,Addi,Ἀδδί,αδδι,,Ἀδδί,Ἀδδὶ,,,,,"Bauer,Louw-Naida",,,Joas
m,Admin,Admin,Ἀδμίν,αδμιν,,Ἀδμίν,Ἀδμὶν,,,,,"Bauer,Louw-Naida",,,
m,Azor,Azor,Ἀζώρ,αζωρ,,Ἀζώρ,Ἀζώρ,,Ἀζὼρ,,,"Bauer,Louw-Naida",,,
m,Aquila,Aquila,Ἀκύλας,ακυλας,,Ἀκύλας,Ακυλου,,"Ἀκύλαν,κυλαν",,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167601,
m,Alexander,Alexander,Ἀλέξανδρος,αλεξανδρος,,Ἀλέξανδρος,Αλεξανδρου,,Ἀλέξανδρον,,,"Bauer,Louw-Naida",,,
m,Alphäus,Alphaeus,Ἁλφαῖος,αλφαιος,,Ἁλφαῖος,Ἁλφαιου,,,,,"Bauer,Louw-Naida",,,Jonathas
m,Ampliatus,Ampliatus,Ἀμπλιᾶτος,αμπλιατος,"Ἀμπλιάς,Ἀμπλίατος,Ἀμπλιᾶς",Ἀμπλιᾶτος,Αμπλιατου,,Ἀμπλιᾶτον,,,Bauer,,https://database.factgrid.de/entity/Q167528,
m,Amos,Amos,Ἀμώς,αμως,,Ἀμώς,Ἀμώς,,Ἀμώς,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q169266,
m,Andreas,Andrew,Ἀνδρέας,ανδρεας,,Ἀνδρέας,Ανδρεου,Ἀνδρέᾳ,Ἀνδρέαν,,,"Bauer,Louw-Naida",,,
f,Hanna,Anna,Ἅννα,αννα,Ἄννα,Ἅννα,Ἁννας,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167553,
m,Hannas,Annas,Ἅννας,αννας,"Ἄννας,Ἀννᾶς,Ἅνανος",Ἅννας,Ἁννα,,Ἅνναν,,ανας,"Bauer,Louw-Naida",,,
m,Antipas,Antipas,Ἀντιπᾶς,αντιπας,"Ἀντείπᾶς,Ἀντίπᾶς,Ἀντίπατρος,ἀντίπας",Ἀντιπᾶς,Ἀντιπᾶ,,,,,"Bauer,Louw-Naida",,,
m,Apelles,Apelles,Ἀπελλῆς,απελλης,,Ἀπελλῆς,Ἀπελλοῦ,,Ἀπελλῆν,,,"Bauer,Louw-Naida",,"https://database.factgrid.de/entity/Q167562,https://database.factgrid.de/entity/Q167566,https://database.factgrid.de/entity/Q167565,https://database.factgrid.de/entity/Q167564,https://database.factgrid.de/entity/Q167563,https://database.factgrid.de/entity/Q167570,https://database.factgrid.de/entity/Q167562",
m,Aretas,Aretas,Ἁρέτας,αρετας,,Ἁρέτας,Ἁρετα,,,,,"Bauer,Louw-Naida",,,
m,Arni,Arni,Ἀρνί,αρνι,"Ἀρνεί,Ἀράμ",Ἀρνί,Ἀρνί,,,,,Bauer ,,https://database.factgrid.de/entity/Q167569,
m,Artemas,Artemas,Ἀρτεμᾶς,αρτεμας,Ἀρτεμίδωρος,Ἀρτεμᾶς,Ἀρτεμᾶ,,Ἀρτεμᾶν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166291,
f,Artemis,Artemis,Ἄρτεμις,αρτεμις,,Ἄρτεμις,Αρτεμιδος,,,,,Bauer ,,,
m,Artemon,Artemon,Ἀρτέμων,αρτεμων,,Ἀρτέμων,Αρτεμωνος,,,,,Bauer,,https://database.factgrid.de/entity/Q166293,
m,Archelaus,Archelaus,Ἀρχέλαος,αρχελαος,,Ἀρχέλαος,Αρχελαου,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166300,
m,Archippus,Archippus,Ἄρχιππος,αρχιππος,,Ἄρχιππος,Αρχιππου,Ἀρχίππῳ,,,,"Bauer,Louw-Naida",,,
m,Asser,Asher,Ἀσήρ,ασηρ,"Ἄσηρος,ασορ",Ἀσήρ,"Ἀσήρ,Ασηρου",,,,,Bauer,,,
m,Ahas,Ahaz,Ἀχάζ,αχαζ,"Ἄχας,Ἀχας,Ἀχάς,Ἄχαζος",Ἀχάζ,"Ἀχάζ,Αχαζου",,,,,Bauer,,https://database.factgrid.de/entity/Q166310,
m,Achim,Achim,Ἀχίμ,αχιμ,Ἀχείμ,Ἀχίμ,Ἀχίμ,,Ἀχὶμ,,,"Bauer,Louw-Naida",,,
m,Baal,Baal,Βάαλ,βααλ,,Βάαλ,Βάαλ,,,,,"Bauer,Louw-Naida",,"https://database.factgrid.de/entity/Q166336,https://database.factgrid.de/entity/Q169483",
m,Bileam,Balaam,Βαλαάμ,βαλααμ,Βάλαμος,Βαλαάμ,"Βαλαάμ,Βαλαμου",,,,,Bauer,,"https://database.factgrid.de/entity/Q166337,https://database.factgrid.de/entity/Q166338",
m,Balak,Balak,Βαλάκ,βαλακ,"Βάλακος,Βαλαάκ",Βαλάκ,"Βαλάκ,Βαλακου",Βαλάκ,,,,"Bauer,Louw-Naida",,,
m,Barabbas,Barabbas,Βαραββᾶς,βαραββας,"Βαραβας,Βαρσαββᾶς",Βαραββᾶς,Βαραββᾶ,,Βαραββᾶν,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166340,
m,Barak,Barak,Βαράκ,βαρακ,Βάρακος,Βαράκ,"Βαράκ,Βαρακου",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166339,
m,Barjesus,Bar-Jesus,Βαριησοῦ,βαριησου,"Βαρϊησοῦς,Βαριησοῦς",Βαριησοῦ,Βαριησοῦ,,,,βαριν ,"Bauer,Louw-Naida",,,
m,Barnabas,Barnabas,Βαρναβᾶς,βαρναβας,Βαρνάβας,Βαρναβᾶς,Βαρναβᾶ,Βαρναβᾷ,Βαρναβᾶν,,,"Bauer,Louw-Naida",,,
m,Barsabbas,Barsabbas,Βαρσαββᾶς,βαρσαββας,"Βαρσαβᾶς,Βαρσαβᾶς,Βαρζάβας",Βαρσαββᾶς,Βαρσαββᾶ,,,,,Bauer,,,
m,Beelzebul,Beelzebul,Βεελζεβούλ,βεελζεβουλ,"Βεελζεβούβ,Βεεζεβούλ,Βεελζεβούλ,Βεελζεβουέλ",Βεελζεβούλ,Βεελζεβούλ,Βεελζεβούλ,Βεελζεβούλ,,,"Bauer,Louw-Naida",,,
m,Benjamin,Benjamin,Βενιαμίν,βενιαμιν,"Βενιαμείν,Βενιαμήν,Βενιαμίς,Βενιαμείς,βενιαμη,βενιαμεηω,βενιαμειμ",Βενιαμίν,"Βενιαμίν,Βενιαμεῖ",,,,,Bauer,,https://database.factgrid.de/entity/Q166349,
m,Blastus,Blastus,Βλάστος,βλαστος,,Βλάστος,Βλαστου,,Βλάστον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q168325,
m,Boas,Boaz,Βόες,βοες,"Βόος,Βόοζ,Βοές,Βοώζης,Βόαζος",Βόες,"Βοές,Βοαζου",,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166353,
m,Gabriel,Gabriel,Γαβριήλ,γαβριηλ,,Γαβριὴλ,Γαβριήλ,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166354,
m,Gad,Gad,Γάδ,γαδ,"Γάδας,Γάδης",Γάδ,"Γάδ,Γαδου",,,,,Bauer,,,
m,Gaius,Gaius,Γάϊος,γαιος,Γαῖος,Γάϊος,Γαιου,Γαΐῳ,Γάϊον,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166360,
m,Gallio,Gallio,Γαλλίων,γαλλιων,,Γαλλίων,Γαλλιωνος,Γαλλίωνι,Γαλλιωνα,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q166350,
m,Gamaliel,Gamaliel,Γαμαλιήλ,γαμαλιηλ,"γαμαλιηλου,γαμαληηλ,γαμαηλ,Γαμαλίηλος",Γαμαλιήλ,"Γαμαλιήλ,Γαμαλιηλου",,,,,"Bauer,Louw-Naida",,,
m,Gideon,Gideon,Γεδεών,γεδεων,Γεδέων,Γεδεών,"Γεδεών,Γεδεῶνος",,,,,Bauer,,"https://database.factgrid.de/entity/Q167677,https://database.factgrid.de/entity/Q167678",
m,Gog,Gog,Γώγ,γωγ,,Γώγ,Γώγ,,,,,Bauer,,,
f,Damaris,Damaris,Δάμαρις,δαμαρις,"θαμαρις,δαμαρης,Δάμαλις",Δάμαρις,Δαμαριδος,,,,,"Bauer,Louw-Naida",,,
m,Daniel,Daniel,Δανιήλ,δανιηλ,Δανίηλος,Δανιήλ,"Δανιήλ,Δανιηλου",,,,,"Bauer,Louw-Naida",,,
m,David,David,Δαυίδ,δαυιδ,"Δαυείδ,Δαβίδ,Δαυίδης,Δαβίδης",Δαυίδ,Δαυίδ,"Δαυίδ,Δαυιδου",Δαυίδ,,"ΔΑΔ,Δᾶδ,δαιδ,δαυδ,δδ","Bauer,Louw-Naida",,"https://database.factgrid.de/entity/Q167688,https://database.factgrid.de/entity/Q167689",
m,Dionysius,Dionysius,Διονύσιος,διονυσιος,,Διονύσιος,Διονυσιου,,,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167694,
m,Diotrephes,Diotrephes,Διοτρέφης,διοτρεφης,Διοτρεφής,Διοτρέφης,"Διοτρεφους,Διοτρεφοῦς",,,,,"Bauer,Louw-Naida",,,
f,Drusilla,Drusilla,Δρούσιλλα,δρουσιλλα,"δροσιλλη,δρουσηλλη,δρουσιλλι,δρυσιλλη,δρουσιλη,δροσουλη,δρουσιλλη",Δρούσιλλα,Δρουσιλλης,Δρουσίλλῃ,,,,"Bauer,Louw-Naida",,,
m,Eber,Eber,Ἔβερ,εβερ,"Ἕβερ,Ἔβερος",Ἔβερ,"Ἔβερ,Εβερου",,,,,Bauer,,,
m,Hiskia,Hezekiah,Ἑζεκίας,εζεκιας,"εζεκειας,Ἐζεκίας",Ἑζεκίας,"Ἑζεκιου,Ἑζεκία",,,,,Bauer,,https://database.factgrid.de/entity/Q167702,
m,Eleasar,Eleazar,Ἐλεάζαρ,ελεαζαρ,"ελιαζαρ,Ἐλεάζαρος",Ἐλεάζαρ,"Ἐλεάζαρ,Ελεαζαρου",,Ἐλεάζαρ,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167706,
m,Eljakim,Eliakim,Ἐλιακίμ,ελιακιμ,"Ἐλιάκειμος,Ἐλιάκιμος",Ἐλιακίμ,Ἐλιακίμ,,Ἐλιακίμ,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167707,
m,Eliëser,Eliezer,Ἐλιέζερ,ελιεζερ,,Ἐλιέζερ,Ἐλιέζερ,,,,,"Bauer,Louw-Naida",,,
m,Eliud,Eliud,Ἐλιούδ,ελιουδ,,Ἐλιοὺδ,Ἐλιούδ,,Ἐλιοὺδ,,,"Bauer,Louw-Naida",,https://database.factgrid.de/entity/Q167696,
f,Elisabeth,Elizabeth,Ἐλισάβετ,ελισαβετ,"ελεισαβετ,ελισαβεδ,ελεισαβεθ,ελησαβεθ,ελισαβεθ,ελισαβuτ,ελισαβετ,Ἐλισάβη",Ἐλισάβετ,Ἐλισάβετ,,,,,Bauer,,,
m,Elisa,Elisha,Ἐλισαιέ,ελισαιε,"Ἐλισαῖος,Ἑλισαῖος,Ἐλισσαῖος",Ἐλισαιέ,"Ἐλισαιέ,Ελισαιου,Ἐλεισαίου",,,,,Bauer,,,
m,Elmadam,Elmadam,Ἐλμαδάμ,ελμαδαμ,"Ἐλμωδάμ,Ἐλμασάμ",Ἐλμαδάμ,Ἐλμαδάμ,,,,,Bauer,,,
